name,height,weight,reach,stance,age,dob,wins,losses,draws,height,weight,reach,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Roy Nelson,1.83,263.0,1.83,Orthodox,40.82,1976-06-20,23,14,0,1.83,263.0,1.83,3.51,0.55,3.51,0.55,2.27,0.4,0.4,0.0,0.62
Royce Alger,1.78,199.0,1.78,Orthodox,13.92,1985-08-15,3,2,0,1.78,199.0,1.78,2.15,0.49,2.15,0.49,3.79,0.22,0.22,0.0,0.6
Royce Gracie,1.85,175.0,1.85,Southpaw,39.46,1966-12-12,14,2,3,1.85,175.0,1.85,13.08,0.94,13.08,0.94,0.38,0.25,0.25,2.64,0.74
Royston Wee,1.7,135.0,1.7,Orthodox,28.5,1986-11-15,4,1,0,1.7,135.0,1.7,5.03,0.79,5.5,0.74,3.38,0.82,0.86,0.0,0.8
Ruan Potts,1.88,247.0,1.9,Orthodox,37.01,1978-02-23,8,4,0,1.88,247.0,1.9,3.01,0.65,3.72,0.7,0.75,0.17,0.29,2.26,0.67
Rudyard Moncayo,1.78,195.0,1.78,Orthodox,8.61,1986-12-04,0,3,0,1.78,195.0,1.78,1.77,1.0,1.77,1.0,0.0,0.0,0.0,0.0,0.0
Ruslan Magomedov,1.91,242.0,1.98,Orthodox,28.85,1986-11-26,14,1,0,1.91,242.0,1.98,4.47,0.51,3.33,0.44,0.33,1.0,0.16,0.0,0.93
Russell Doane,1.7,135.0,1.78,Orthodox,31.54,1986-08-13,15,8,0,1.7,135.0,1.78,4.03,0.57,4.03,0.57,2.75,0.54,0.54,0.0,0.65
Rustam Khabilov,1.73,155.0,1.85,Orthodox,33.01,1986-11-04,24,4,0,1.73,155.0,1.85,3.49,0.45,5.25,0.55,3.4,0.35,0.36,0.0,0.86
Ryan Bader,1.88,205.0,1.88,Orthodox,33.45,1983-06-07,23,5,0,1.88,205.0,1.88,4.35,0.5,4.35,0.5,2.0,0.44,0.44,0.29,0.82
Ryan Benoit,1.65,125.0,1.73,Orthodox,30.32,1989-08-25,10,6,0,1.65,125.0,1.73,3.98,0.5,4.4,0.52,0.29,0.2,0.14,0.0,0.62
Ryan Couture,1.78,155.0,1.9,Orthodox,31.01,1982-08-27,7,3,0,1.78,155.0,1.9,3.45,0.34,3.45,0.34,0.63,0.08,0.08,0.0,0.7
Ryan Hall,1.78,145.0,1.78,0,34.39,1985-02-22,8,1,0,1.78,145.0,1.78,2.7,0.43,2.7,0.43,0.0,0.0,0.0,1.69,0.89
Ryan Janes,1.91,185.0,1.93,Orthodox,35.9,1981-08-22,10,3,0,1.91,185.0,1.93,7.22,0.48,7.22,0.48,0.48,1.0,1.0,0.0,0.77
Ryan Jensen,1.85,185.0,1.93,Orthodox,33.61,1977-09-20,15,8,0,1.85,185.0,1.93,4.15,0.48,3.76,0.45,1.46,0.33,0.2,2.93,0.65
Ryan Jimmo,1.85,205.0,1.85,Orthodox,33.5,1981-11-27,19,5,0,1.85,205.0,1.85,4.97,0.71,5.2,0.72,0.58,0.4,0.2,0.0,0.79
Ryan LaFlare,1.85,170.0,1.88,Southpaw,35.02,1983-10-01,14,3,0,1.85,170.0,1.88,4.03,0.52,2.8,0.48,1.67,0.3,0.15,0.0,0.82
Ryan MacDonald,1.8,135.0,1.8,Switch,26.49,1993-03-18,10,2,0,1.8,135.0,1.8,2.33,0.29,2.33,0.29,0.0,0.0,0.0,0.0,0.83
Ryan Madigan,1.83,170.0,1.83,Orthodox,23.96,1985-03-21,5,3,0,1.83,170.0,1.83,4.19,0.75,5.59,0.61,0.0,0.0,1.0,0.0,0.62
Ryan Parker,1.91,235.0,1.91,Southpaw,9.91,1985-10-10,0,1,0,1.91,235.0,1.91,6.49,0.95,6.49,0.95,0.0,0.0,0.0,0.0,0.0
Ryan Roberts,1.68,155.0,1.68,Orthodox,29.71,1978-07-16,16,10,1,1.68,155.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59
Ryan Spann,1.96,205.0,2.01,Orthodox,28.13,1991-08-24,17,5,0,1.96,205.0,2.01,3.31,0.44,3.31,0.44,0.62,0.33,0.33,1.86,0.77
Ryan Thomas,1.83,170.0,1.83,Orthodox,24.03,1984-11-05,12,7,0,1.83,170.0,1.83,8.05,0.66,8.05,0.66,5.59,0.33,0.33,2.24,0.63
Ryo Chonan,1.75,170.0,1.78,Orthodox,32.53,1976-10-08,20,12,0,1.75,170.0,1.78,4.12,0.49,4.87,0.53,0.5,0.5,0.5,0.0,0.62
Sabah Homasi,1.83,170.0,1.83,Orthodox,29.25,1988-10-19,11,8,0,1.83,170.0,1.83,5.48,0.5,8.22,0.61,2.8,0.5,0.25,0.0,0.58
Sabina Mazo,1.7,125.0,1.78,Orthodox,22.82,1997-03-25,8,1,0,1.7,125.0,1.78,8.09,0.5,6.58,0.45,1.33,1.0,0.0,0.0,0.89
Saeed Hosseini,0.0,0.0,0.0,0,15.55,1981-11-12,0,1,0,1.78,155.0,1.8,0.72,0.2,0.72,0.2,0.0,0.0,0.0,10.87,0.0
Sage Northcutt,1.83,170.0,1.8,Orthodox,22.37,1996-03-01,11,2,0,1.83,170.0,1.8,6.21,0.63,4.56,0.61,1.25,0.28,0.47,0.5,0.85
Sai Wang,1.83,170.0,1.83,Southpaw,28.61,1986-01-14,8,5,1,1.83,170.0,1.83,7.03,0.6,7.03,0.6,0.0,0.0,0.0,0.0,0.57
Said Nurmagomedov,1.73,135.0,1.78,Orthodox,27.71,1992-04-05,13,2,0,1.73,135.0,1.78,5.54,0.5,5.54,0.5,0.46,0.08,0.08,0.0,0.87
Salim Touahri,1.78,170.0,1.83,Orthodox,29.85,1989-09-28,10,4,0,1.78,170.0,1.83,3.47,0.53,3.6,0.51,0.0,0.0,0.2,0.0,0.71
Sam Adkins,1.91,225.0,1.91,Orthodox,31.4,1965-04-26,7,20,2,1.91,225.0,1.91,0.34,0.44,0.34,0.44,0.0,0.0,0.0,0.0,0.24
Sam Alvey,1.88,205.0,1.9,Southpaw,33.21,1986-05-06,33,13,0,1.88,205.0,1.9,4.1,0.49,4.1,0.49,0.35,0.33,0.33,0.0,0.72
Sam Fulton,0.0,0.0,0.0,0,8.4,1989-03-02,0,2,0,1.91,247.0,1.96,0.47,1.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0
Sam Hoger,1.88,205.0,1.88,Orthodox,26.6,1980-06-28,10,4,0,1.88,205.0,1.88,3.57,0.6,4.59,0.6,1.44,0.42,0.39,1.73,0.71
Sam Sicilia,1.73,145.0,1.7,Orthodox,31.05,1986-02-01,15,8,0,1.73,145.0,1.7,2.78,0.33,2.25,0.29,1.14,0.5,0.2,0.0,0.65
Sam Stout,1.75,155.0,1.78,Orthodox,31.33,1984-04-23,21,12,1,1.75,155.0,1.78,4.51,0.3,4.51,0.3,1.19,0.6,0.6,0.4,0.62
Sammy Morgan,1.78,170.0,1.78,Orthodox,24.88,1981-09-28,18,12,0,1.78,170.0,1.78,3.87,0.59,3.87,0.59,0.0,0.0,0.0,1.0,0.6
Samy Schiavo,1.73,155.0,1.73,Orthodox,32.82,1975-12-24,10,6,0,1.73,155.0,1.73,2.0,0.38,2.0,0.38,0.94,0.5,0.5,0.94,0.62
Sanae Kikuta,1.75,200.0,1.75,Orthodox,28.59,1971-09-10,30,7,3,1.75,200.0,1.75,4.32,0.61,4.32,0.61,6.48,1.0,1.0,6.48,0.75
Santiago Ponzinibbio,1.83,170.0,1.85,Orthodox,32.14,1986-09-26,28,3,0,1.83,170.0,1.85,4.6,0.42,4.21,0.37,0.7,1.0,0.5,0.0,0.9
Saparbeg Safarov,1.85,205.0,1.98,Orthodox,33.4,1986-10-14,9,3,0,1.85,205.0,1.98,6.48,0.6,6.72,0.61,2.52,0.42,0.38,0.0,0.75
Sara McMann,1.68,135.0,1.68,Orthodox,39.34,1980-09-24,12,5,0,1.68,135.0,1.68,4.82,0.64,4.82,0.64,3.05,0.45,0.45,0.92,0.71
Sarah Frota,1.68,125.0,1.75,Southpaw,32.29,1987-04-14,9,2,0,1.68,125.0,1.75,4.58,0.59,4.58,0.59,0.0,0.0,0.0,0.0,0.82
Sarah Kaufman,1.65,135.0,1.7,Orthodox,30.25,1985-09-20,17,4,0,1.65,135.0,1.7,10.94,0.6,9.51,0.57,0.56,0.4,0.5,0.0,0.81
Sarah Moras,1.7,135.0,1.7,0,31.35,1988-04-30,6,6,0,1.7,135.0,1.7,6.12,0.59,6.27,0.62,1.14,0.36,0.33,1.42,0.5
Satoshi Honma,1.85,205.0,1.85,Orthodox,31.9,1968-05-19,4,6,3,1.85,205.0,1.85,2.0,0.75,2.0,0.75,0.0,0.0,0.0,1.0,0.31
Scott Adams,1.83,225.0,1.83,Southpaw,15.05,1985-02-21,8,1,0,1.83,225.0,1.83,3.17,0.91,3.17,0.91,4.76,1.0,1.0,19.05,0.89
Scott Askham,1.91,185.0,1.9,Southpaw,28.83,1988-05-20,14,4,0,1.91,185.0,1.9,3.76,0.46,3.76,0.46,0.57,0.2,0.2,0.86,0.78
Scott Baker,1.83,210.0,1.83,0,7.86,1986-05-01,1,1,0,1.83,210.0,1.83,2.1,0.61,2.1,0.61,2.25,1.0,1.0,0.0,0.5
Scott Bessac,1.93,245.0,1.93,0,20.34,1975-08-14,4,6,0,1.93,245.0,1.93,0.19,0.2,0.19,0.2,0.0,0.0,0.0,5.83,0.4
Scott Ferrozzo,1.8,323.0,1.8,Orthodox,31.79,1965-04-26,4,2,0,1.8,323.0,1.8,9.44,0.82,9.76,0.83,2.18,0.57,0.57,1.09,0.67
Scott Fiedler,1.93,235.0,1.93,Orthodox,20.47,1976-01-24,0,1,0,1.93,235.0,1.93,2.07,0.71,2.07,0.71,0.0,0.0,0.0,0.0,0.0
Scott Holtzman,1.75,155.0,1.75,Orthodox,36.38,1983-09-30,14,3,0,1.75,155.0,1.75,7.71,0.63,7.71,0.63,2.18,0.62,0.62,0.0,0.82
Scott Jorgensen,1.65,135.0,1.68,Orthodox,33.18,1982-09-17,15,12,0,1.65,135.0,1.68,3.59,0.5,3.72,0.5,4.24,0.57,0.56,0.0,0.56
Scott Junk,1.85,265.0,1.85,Orthodox,28.76,1978-12-17,8,3,1,1.85,265.0,1.85,9.04,0.71,9.04,0.71,0.0,0.0,0.0,0.0,0.67
Scott Morris,1.78,210.0,1.78,Orthodox,17.17,1977-01-06,2,1,0,1.78,210.0,1.78,2.41,1.0,1.2,0.2,18.07,0.5,0.0,18.07,0.67
Scott Smith,1.83,185.0,1.78,Orthodox,28.07,1979-05-21,17,9,0,1.83,185.0,1.78,2.0,0.45,2.0,0.45,0.0,0.0,0.0,1.17,0.65
Sean Alvarez,1.83,235.0,1.83,Orthodox,31.78,1971-07-14,4,3,0,1.83,235.0,1.83,2.36,0.62,11.08,0.79,0.0,0.0,0.0,0.0,0.57
Sean Brady,1.78,170.0,1.83,Orthodox,27.27,1992-11-23,12,0,0,1.78,170.0,1.83,9.1,0.63,9.1,0.63,3.0,0.5,0.5,0.5,1.0
Sean Daugherty,1.83,175.0,1.83,0,18.27,1975-12-04,0,2,0,1.83,175.0,1.83,3.03,0.2,3.03,0.2,0.0,0.0,0.0,0.0,0.0
Sean Gannon,1.91,265.0,1.91,Southpaw,26.09,1979-09-06,2,1,0,1.91,265.0,1.91,1.89,0.67,1.89,0.67,0.0,0.0,0.0,0.0,0.67
Sean McCorkle,2.01,265.0,2.06,Orthodox,34.4,1976-07-17,13,2,0,2.01,265.0,2.06,1.61,0.47,3.62,0.58,3.02,0.33,0.0,12.07,0.87
Sean O'Connell,1.85,205.0,1.88,Orthodox,33.27,1983-09-02,17,9,0,1.85,205.0,1.88,7.43,0.58,7.32,0.58,0.0,0.0,0.2,0.0,0.65
Sean O'Malley,1.8,135.0,1.83,Switch,25.37,1994-10-24,11,0,0,1.8,135.0,1.83,5.34,0.64,5.34,0.64,0.0,0.0,0.0,2.64,1.0
Sean Pierson,1.83,170.0,1.93,Southpaw,37.27,1976-03-10,14,6,0,1.83,170.0,1.93,5.04,0.5,5.04,0.5,0.24,0.12,0.12,0.24,0.7
Sean Salmon,1.78,185.0,1.78,Southpaw,29.7,1977-09-11,18,17,0,1.78,185.0,1.78,2.29,0.47,2.29,0.47,4.3,0.5,0.5,0.0,0.51
Sean Sherk,1.68,155.0,1.7,Orthodox,37.14,1973-08-05,36,4,1,1.68,155.0,1.7,5.66,0.46,5.65,0.45,4.41,0.51,0.5,0.35,0.88
Sean Soriano,1.75,145.0,1.78,Orthodox,25.28,1989-10-06,8,3,0,1.75,145.0,1.78,3.63,0.64,4.73,0.7,1.27,0.43,0.32,0.0,0.73
Sean Spencer,1.78,170.0,1.9,0,29.21,1987-06-25,12,6,0,1.78,170.0,1.9,4.46,0.35,4.45,0.37,0.23,0.5,0.5,0.0,0.67
Sean Strickland,1.85,170.0,1.93,Orthodox,27.66,1991-02-27,20,3,0,1.85,170.0,1.93,5.24,0.36,4.98,0.37,0.79,0.6,0.5,0.26,0.87
Sean Woodson,1.88,145.0,1.98,Orthodox,27.36,1992-06-07,7,0,0,1.88,145.0,1.98,10.0,0.52,10.0,0.52,0.0,0.0,0.0,0.0,1.0
Semmy Schilt,2.08,265.0,2.08,Orthodox,27.67,1973-10-27,26,14,1,2.08,265.0,2.08,2.4,0.65,2.4,0.65,0.0,0.0,0.0,0.0,0.63
Seohee Ham,1.57,115.0,1.57,Southpaw,29.72,1987-03-08,16,8,0,1.57,115.0,1.57,5.2,0.41,5.2,0.41,0.0,0.0,0.0,0.33,0.67
Sergei Pavlovich,1.91,257.0,2.13,Southpaw,27.45,1992-05-13,14,1,0,1.91,257.0,2.13,7.34,0.55,7.34,0.55,0.0,0.0,0.0,0.0,0.93
Sergey Khandozhko,1.85,170.0,1.88,Orthodox,27.47,1992-05-19,27,6,1,1.85,170.0,1.88,8.27,0.67,8.27,0.67,0.5,0.17,0.17,0.0,0.79
Serghei Spivac,1.91,260.0,1.98,Orthodox,25.1,1995-01-24,10,2,0,1.91,260.0,1.98,3.37,0.49,3.28,0.44,3.74,0.67,0.0,0.62,0.83
Sergio Moraes,1.83,170.0,1.83,Orthodox,37.32,1982-07-23,14,7,1,1.83,170.0,1.83,2.81,0.41,4.26,0.45,1.32,0.6,0.67,0.44,0.64
Sergio Pettis,1.68,125.0,1.75,Orthodox,26.09,1993-08-18,18,5,0,1.68,125.0,1.75,5.33,0.44,4.63,0.42,0.2,0.33,0.33,0.0,0.78
Seth Baczynski,1.91,170.0,1.88,Orthodox,33.46,1981-10-26,18,11,0,1.91,170.0,1.88,5.72,0.35,6.46,0.46,0.38,0.09,0.25,0.0,0.62
Seth Petruzelli,1.83,205.0,1.93,Orthodox,30.95,1979-12-03,14,6,0,1.83,205.0,1.93,4.12,0.57,4.46,0.59,0.46,0.5,0.5,2.31,0.7
SeungWoo Choi,1.83,145.0,1.88,Orthodox,27.13,1992-11-03,11,3,0,1.83,145.0,1.88,6.79,0.58,4.69,0.55,0.69,0.5,0.4,0.0,0.79
Shamar Bailey,1.75,155.0,1.9,0,29.16,1982-09-22,12,5,0,1.75,155.0,1.9,2.82,0.24,2.82,0.24,0.0,0.0,0.0,0.0,0.71
Shamil Abdurakhimov,1.91,235.0,1.93,Orthodox,38.01,1981-09-02,20,5,0,1.91,235.0,1.93,3.73,0.59,3.73,0.59,1.77,0.33,0.33,0.3,0.8
Shamil Gamzatov,1.88,205.0,1.93,Orthodox,29.25,1990-08-09,14,0,0,1.88,205.0,1.93,5.47,0.52,5.47,0.52,0.0,0.0,0.0,0.0,1.0
Shana Dobson,1.68,125.0,1.75,0,30.9,1989-03-30,3,4,0,1.68,125.0,1.75,5.9,0.45,5.9,0.45,0.49,0.25,0.25,0.0,0.43
Shane Burgos,1.8,145.0,1.9,Orthodox,28.62,1991-03-19,13,1,0,1.8,145.0,1.9,9.78,0.59,9.78,0.59,0.26,1.0,1.0,0.26,0.93
Shane Campbell,1.83,155.0,1.8,Orthodox,29.6,1987-01-21,12,6,0,1.83,155.0,1.8,5.62,0.66,5.62,0.66,1.36,0.29,0.29,0.0,0.67
Shane Carwin,1.88,265.0,2.03,Orthodox,36.43,1975-01-04,12,2,0,1.88,265.0,2.03,6.39,0.55,6.39,0.55,1.04,0.29,0.29,0.0,0.86
Shane Howell,1.73,125.0,1.75,Orthodox,31.14,1983-11-28,13,9,0,1.73,125.0,1.75,1.62,0.38,1.62,0.38,0.0,0.0,0.0,0.0,0.59
Shane Nelson,1.75,155.0,1.78,Southpaw,25.04,1984-11-29,15,5,0,1.75,155.0,1.78,4.23,0.51,4.23,0.51,0.49,0.08,0.08,1.46,0.75
Shane Roller,1.78,155.0,1.83,Orthodox,33.23,1979-07-14,11,7,0,1.78,155.0,1.83,3.53,0.52,4.66,0.6,1.59,0.23,0.29,0.64,0.61
Shane Young,1.73,145.0,1.83,Orthodox,25.53,1993-07-31,13,4,0,1.73,145.0,1.83,6.48,0.41,6.48,0.41,0.76,0.25,0.25,0.0,0.76
Shane del Rosario,1.93,250.0,2.01,Southpaw,28.67,1983-09-23,11,2,0,1.93,250.0,2.01,4.01,0.66,7.05,0.5,0.0,0.0,1.0,0.0,0.85
Shanna Young,1.7,135.0,1.65,Orthodox,28.99,1991-02-20,7,3,0,1.7,135.0,1.65,3.33,0.6,3.33,0.6,0.0,0.0,0.0,0.0,0.7
Shannon Gugerty,1.78,155.0,1.8,Orthodox,28.22,1981-12-30,14,6,0,1.78,155.0,1.8,2.84,0.57,3.47,0.57,2.13,0.28,0.4,3.41,0.7
Shawn Jordan,1.83,260.0,1.9,Southpaw,30.95,1984-10-21,18,7,0,1.83,260.0,1.9,5.22,0.6,5.22,0.6,2.57,0.37,0.37,0.0,0.72
Shayna Baszler,1.7,135.0,1.7,Orthodox,34.62,1980-08-08,15,10,0,1.7,135.0,1.7,2.26,0.41,2.26,0.41,1.69,0.17,0.17,1.69,0.6
Sheila Gaff,1.65,135.0,1.57,Orthodox,23.6,1989-12-29,10,6,1,1.65,135.0,1.57,3.21,0.67,3.21,0.67,0.0,0.0,0.0,0.0,0.59
Sheldon Westcott,1.85,170.0,1.8,Southpaw,31.37,1984-08-20,10,3,1,1.85,170.0,1.8,4.16,0.52,4.16,0.52,3.23,0.38,0.38,0.0,0.71
Sherman Pendergarst,1.85,235.0,1.85,Orthodox,39.3,1967-08-01,11,18,0,1.85,235.0,1.85,4.31,0.67,4.31,0.67,4.62,1.0,1.0,0.0,0.38
Sheymon Moraes,1.73,145.0,1.83,Orthodox,28.75,1990-10-11,11,4,0,1.73,145.0,1.83,3.26,0.44,4.5,0.48,0.0,0.0,0.5,0.0,0.73
Shinsho Anzai,1.7,170.0,1.78,Orthodox,32.56,1985-12-01,10,3,0,1.7,170.0,1.78,5.89,0.66,5.89,0.66,1.83,0.16,0.16,0.0,0.77
Shonie Carter,1.78,170.0,1.78,Southpaw,34.61,1972-05-03,50,27,7,1.78,170.0,1.78,2.33,0.49,2.33,0.49,0.6,0.67,0.67,0.0,0.6
Shunichi Shimizu,1.65,135.0,1.68,Orthodox,28.93,1985-01-31,28,9,10,1.65,135.0,1.68,0.36,0.33,0.36,0.33,0.0,0.0,0.0,0.0,0.6
Sijara Eubanks,1.63,135.0,1.7,0,34.4,1985-04-27,5,4,0,1.63,135.0,1.7,5.85,0.44,5.85,0.44,2.0,0.44,0.44,0.0,0.56
Simeon Thoresen,1.85,170.0,2.01,Orthodox,28.87,1984-03-14,17,4,1,1.85,170.0,2.01,5.6,0.52,5.6,0.52,1.12,0.4,0.4,1.68,0.77
Sione Latu,1.83,215.0,1.83,0,16.63,1982-07-19,1,0,0,1.83,215.0,1.83,1.4,0.54,1.4,0.54,1.5,1.0,1.0,0.0,1.0
Sirwan Kakai,1.65,135.0,1.68,Orthodox,25.85,1989-10-03,12,3,0,1.65,135.0,1.68,4.9,0.49,4.9,0.49,4.0,0.42,0.42,0.0,0.8
Siyar Bahadurzada,1.8,170.0,1.85,Orthodox,35.45,1984-04-17,24,8,1,1.8,170.0,1.85,5.9,0.54,5.9,0.54,1.75,0.64,0.64,0.5,0.73
Soa Palelei,1.93,265.0,2.06,Orthodox,38.05,1977-07-12,22,5,0,1.93,265.0,2.06,5.29,0.72,4.75,0.65,1.72,0.27,0.3,0.0,0.81
Sodiq Yusuff,1.75,145.0,1.8,Orthodox,26.67,1993-05-19,11,1,0,1.75,145.0,1.8,7.32,0.54,6.28,0.52,0.0,0.0,0.0,0.41,0.92
Song Yadong,1.73,135.0,1.7,Orthodox,22.01,1997-12-02,15,4,1,1.73,135.0,1.7,5.18,0.47,5.12,0.44,0.97,1.0,1.0,0.65,0.75
Spencer Fisher,1.7,155.0,1.78,Southpaw,36.12,1976-05-09,25,9,0,1.7,155.0,1.78,5.75,0.55,6.96,0.58,0.48,0.25,0.33,0.48,0.74
Spike Carlyle,1.73,145.0,1.8,Switch,26.82,1993-05-06,9,1,0,1.73,145.0,1.8,20.42,0.76,20.42,0.76,0.0,0.0,0.0,0.0,0.9
Stanislav Nedkov,1.8,205.0,1.8,Orthodox,33.13,1981-12-09,12,2,0,1.8,205.0,1.8,4.4,0.49,8.05,0.66,2.77,0.42,0.33,0.0,0.86
Stefan Sekulic,1.83,170.0,1.9,Southpaw,26.59,1992-02-12,12,3,0,1.83,170.0,1.9,2.07,0.46,2.07,0.46,1.0,0.2,0.2,0.0,0.8
Stefan Struve,2.11,265.0,2.13,Orthodox,31.8,1988-02-18,33,12,0,2.11,265.0,2.13,2.89,0.42,2.89,0.42,0.25,0.2,0.2,0.25,0.73
Stephan Bonnar,1.93,205.0,1.98,Orthodox,35.53,1977-04-04,17,8,0,1.93,205.0,1.98,6.81,0.58,6.81,0.58,2.23,0.44,0.44,1.11,0.68
Stephen Thompson,1.83,170.0,1.9,Orthodox,36.72,1983-02-11,15,4,1,1.83,170.0,1.9,3.91,0.45,3.28,0.42,0.0,0.0,0.33,0.0,0.75
Steve Berger,1.8,170.0,1.8,Orthodox,29.09,1973-05-20,21,22,2,1.8,170.0,1.8,6.51,0.74,3.78,0.62,0.72,0.33,0.75,2.15,0.47
Steve Bosse,1.8,205.0,1.83,Orthodox,34.89,1981-07-29,12,2,0,1.8,205.0,1.83,7.65,0.58,7.83,0.59,0.92,0.33,0.33,0.0,0.86
Steve Bruno,1.78,170.0,1.78,Orthodox,27.26,1981-11-03,14,5,0,1.78,170.0,1.78,2.19,0.7,2.19,0.7,1.94,0.25,0.25,0.39,0.74
Steve Byrnes,1.83,170.0,1.83,Orthodox,20.52,1986-06-06,6,1,0,1.83,170.0,1.83,3.0,0.7,3.0,0.7,3.0,0.6,0.6,4.0,0.86
Steve Cantwell,1.88,185.0,1.9,Orthodox,25.22,1986-12-08,7,6,0,1.88,185.0,1.9,3.51,0.33,3.51,0.33,0.4,0.22,0.22,0.4,0.54
Steve Garcia,1.83,155.0,1.9,Southpaw,27.77,1992-05-22,11,4,0,1.83,155.0,1.9,6.53,0.64,6.53,0.64,1.0,1.0,1.0,1.0,0.73
Steve Jennum,1.78,215.0,1.78,Orthodox,9.26,1986-09-11,2,3,0,1.78,215.0,1.78,4.96,0.44,4.96,0.44,6.03,0.75,0.75,2.01,0.4
Steve Judson,1.8,230.0,1.8,Orthodox,13.28,1986-11-27,0,2,0,1.8,230.0,1.8,5.41,0.58,3.35,0.57,0.0,0.0,0.0,0.0,0.0
Steve Kennedy,1.8,170.0,1.8,Orthodox,32.69,1983-03-07,22,8,0,1.8,170.0,1.8,3.57,0.46,3.57,0.46,2.51,0.33,0.33,0.0,0.73
Steve Lopez,1.8,155.0,1.8,Orthodox,26.16,1984-07-30,12,6,1,1.8,155.0,1.8,3.99,0.47,4.28,0.5,0.0,0.0,0.71,0.0,0.63
Steve Montgomery,1.93,185.0,1.9,Southpaw,24.9,1990-12-19,8,4,0,1.93,185.0,1.9,5.76,0.43,5.7,0.45,0.0,0.0,0.0,0.0,0.67
Steve Nelmark,1.83,240.0,1.83,Orthodox,14.86,1982-01-27,2,1,0,1.83,240.0,1.83,4.06,0.91,2.18,1.0,2.97,1.0,0.0,1.49,0.67
Steve Steinbeiss,1.91,185.0,1.9,Orthodox,29.24,1981-05-05,7,4,0,1.91,185.0,1.9,8.56,0.74,8.56,0.74,0.0,0.0,0.0,0.0,0.64
Steve Vigneault,1.78,185.0,1.78,Orthodox,28.05,1978-02-14,12,6,0,1.78,185.0,1.78,3.72,0.53,3.72,0.53,0.0,0.0,0.0,0.0,0.67
Steven Graham,1.85,290.0,1.85,Orthodox,19.67,1977-09-29,2,1,0,1.85,290.0,1.85,0.21,1.0,0.21,1.0,3.18,1.0,1.0,3.18,0.67
Steven Peterson,1.78,145.0,1.78,Orthodox,29.31,1990-05-29,18,9,0,1.78,145.0,1.78,5.42,0.37,5.42,0.37,2.04,0.35,0.35,0.29,0.67
Steven Siler,1.8,145.0,1.78,Orthodox,27.44,1987-02-15,23,13,0,1.8,145.0,1.78,5.56,0.58,5.56,0.58,0.32,0.25,0.25,0.96,0.64
Stevie Lynch,1.78,170.0,1.78,Orthodox,42.75,1964-09-16,5,2,0,1.78,170.0,1.78,2.47,0.25,2.47,0.25,0.0,0.0,0.0,0.0,0.71
Stevie Ray,1.78,155.0,1.78,Southpaw,29.59,1990-03-25,23,9,0,1.78,155.0,1.78,4.47,0.47,4.47,0.47,1.17,0.44,0.44,0.29,0.72
Stipe Miocic,1.93,240.0,2.03,Orthodox,36.99,1982-08-19,19,3,0,1.93,240.0,2.03,7.64,0.64,7.64,0.64,2.43,0.47,0.47,0.0,0.86
Su Mudaerji,1.73,135.0,1.83,Southpaw,23.61,1996-01-20,11,4,0,1.73,135.0,1.83,5.56,0.61,5.56,0.61,0.68,1.0,1.0,1.36,0.73
Sultan Aliev,1.8,170.0,1.88,Orthodox,34.59,1984-09-17,15,3,0,1.8,170.0,1.88,3.28,0.64,4.22,0.67,1.76,0.38,0.36,0.0,0.83
Suman Mokhtarian,1.73,145.0,1.83,Orthodox,27.52,1992-06-13,8,5,0,1.73,145.0,1.83,4.24,0.58,4.24,0.58,0.0,0.0,0.0,0.0,0.62
Sung Bin Jo,1.83,145.0,1.83,Orthodox,26.87,1992-07-17,9,1,0,1.83,145.0,1.83,1.53,0.35,1.53,0.35,1.0,0.33,0.33,1.0,0.9
Syuri Kondo,1.63,115.0,1.68,Orthodox,30.37,1989-02-08,6,3,0,1.63,115.0,1.68,5.71,0.46,7.11,0.48,0.0,0.0,0.0,0.33,0.67
TJ Brown,1.75,145.0,1.83,Switch,29.77,1990-05-22,14,7,0,1.75,145.0,1.83,10.54,0.76,10.54,0.76,12.17,1.0,1.0,0.0,0.67
TJ Dillashaw,1.68,125.0,1.7,Orthodox,32.95,1986-02-07,17,4,0,1.68,125.0,1.7,7.65,0.52,7.65,0.52,2.12,0.5,0.5,0.35,0.81
TJ Grant,1.78,155.0,1.83,Orthodox,29.24,1984-02-26,21,5,0,1.78,155.0,1.83,8.87,0.6,8.87,0.6,1.53,0.42,0.42,1.22,0.81
TJ O'Brien,1.88,155.0,1.88,Orthodox,24.62,1987-01-01,16,5,0,1.88,155.0,1.88,4.15,0.48,4.15,0.48,0.94,1.0,1.0,0.0,0.76
TJ Waldburger,1.8,170.0,1.9,Orthodox,25.83,1988-04-25,16,9,0,1.8,170.0,1.9,2.63,0.52,2.63,0.52,2.04,0.38,0.38,3.26,0.64
Tae Hyun Bang,1.75,155.0,1.8,Switch,33.39,1983-04-15,18,10,0,1.75,155.0,1.8,3.2,0.42,3.2,0.42,0.49,0.33,0.33,0.49,0.64
Tai Bowden,1.8,230.0,1.8,0,25.17,1971-10-06,1,1,0,1.8,230.0,1.8,1.64,1.0,1.64,1.0,0.0,0.0,0.0,0.0,0.5
