name,record,height,weight,reach,stance,dob,event_name,f1_name_a,f1_name_span,f2_name_a,f2_name_span,weightclass,rounds,time,f1_result,f2_result,f1_kd,f2_kd,f1_sig_str,f2_sig_str,f1_sig_str_perc,f2_sig_str_perc,f1_tot_str,f2_tot_str,f1_td,f2_td,f1_td_perc,f2_td_perc,f1_sub_att,f2_sub_att,f1_pass,f2_pass,f1_rev,f2_rev,f1_sig_str_head,f2_sig_str_head,f1_sig_str_body,f2_sig_str_body,f1_sig_str_leg,f2_sig_str_leg,f1_sig_str_dist,f2_sig_str_dist,f1_sig_str_clinch,f2_sig_str_clinch,f1_sig_str_ground,f2_sig_str_ground
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  Strikeforce Challengers 10

   ",Miesha Tate ,,,Maiju Kujala,"
      
      Women's Bantamweight Bout
    ","
        ,
        2
      ","
        ,
        
        3:00

      ","
    W
  ","
    L
  ","
      0
    ","
      0
    ","
      33 of 52
    ","
      15 of 37
    ","
      63%
    ","
      40%
    ","
      58 of 79
    ","
      33 of 62
    ","
      2 of 4
    ","
      0 of 0
    ","
      50%
    ","
      0%
    ","
      0
    ","
      0
    ","
      2
    ","
      0
    ","
      0
    ","
      0
    ","
      17 of 36
    ","
      10 of 32
    ","
      12 of 12
    ","
      2 of 2
    ","
      4 of 4
    ","
      3 of 3
    ","
      21 of 40
    ","
      8 of 30
    ","
      12 of 12
    ","
      7 of 7
    ","
      0 of 0
    ","
      0 of 0
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  Strikeforce Challengers 10

   ",Miesha Tate ,,,Hitomi Akano,"
      ,
      Strikeforce Women's Bantamweight Tournament Title Bout
    ","
        ,
        3
      ","
        ,
        
        3:00

      ","
    W
  ","
    L
  ","
      0
    ","
      0
    ","
      10 of 30
    ","
      6 of 10
    ","
      33%
    ","
      60%
    ","
      25 of 50
    ","
      14 of 19
    ","
      2 of 3
    ","
      0 of 1
    ","
      66%
    ","
      0%
    ","
      0
    ","
      1
    ","
      3
    ","
      0
    ","
      0
    ","
      1
    ","
      6 of 20
    ","
      2 of 6
    ","
      2 of 6
    ","
      4 of 4
    ","
      2 of 4
    ","
      0 of 0
    ","
      8 of 24
    ","
      6 of 10
    ","
      0 of 0
    ","
      0 of 0
    ","
      2 of 6
    ","
      0 of 0
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  Strikeforce - Fedor vs. Henderson

   ",,Marloes Coenen,Miesha Tate ,,"
      ,
      Strikeforce Women's 135 lbs. Title Bout
    ","
        ,
        4
      ","
        ,
        
        3:03

      ","
    L
  ","
    W
  ","
      0
    ","
      0
    ","
      24 of 43
    ","
      5 of 37
    ","
      55%
    ","
      13%
    ","
      77 of 99
    ","
      38 of 78
    ","
      0 of 0
    ","
      4 of 6
    ","
      0%
    ","
      66%
    ","
      2
    ","
      1
    ","
      1
    ","
      2
    ","
      1
    ","
      0
    ","
      8 of 22
    ","
      4 of 29
    ","
      5 of 8
    ","
      0 of 4
    ","
      11 of 13
    ","
      1 of 4
    ","
      14 of 31
    ","
      5 of 34
    ","
      4 of 6
    ","
      0 of 0
    ","
      6 of 6
    ","
      0 of 3
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  Strikeforce - Tate vs. Rousey

   ",Miesha Tate ,,Ronda Rousey ,,"
      ,
      Strikeforce Women's 135 lbs. Title Bout
    ","
        ,
        1
      ","
        ,
        
        4:27

      ","
    L
  ","
    W
  ","
      0
    ","
      0
    ","
      8 of 24
    ","
      8 of 11
    ","
      33%
    ","
      72%
    ","
      11 of 27
    ","
      43 of 48
    ","
      1 of 2
    ","
      3 of 3
    ","
      50%
    ","
      100%
    ","
      0
    ","
      2
    ","
      2
    ","
      4
    ","
      0
    ","
      1
    ","
      7 of 22
    ","
      5 of 8
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 1
    ","
      3 of 3
    ","
      5 of 19
    ","
      6 of 9
    ","
      1 of 1
    ","
      1 of 1
    ","
      2 of 4
    ","
      1 of 1
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  Strikeforce - Rousey vs Kaufman

   ",Miesha Tate ,,Julie Kedzie ,,"
      
      Women's Bantamweight Bout
    ","
        ,
        3
      ","
        ,
        
        3:28

      ","
    W
  ","
    L
  ","
      0
    ","
      3
    ","
      17 of 44
    ","
      52 of 107
    ","
      38%
    ","
      48%
    ","
      26 of 53
    ","
      85 of 143
    ","
      2 of 10
    ","
      0 of 0
    ","
      20%
    ","
      0%
    ","
      5
    ","
      0
    ","
      1
    ","
      0
    ","
      1
    ","
      0
    ","
      9 of 35
    ","
      35 of 87
    ","
      5 of 5
    ","
      8 of 10
    ","
      3 of 4
    ","
      9 of 10
    ","
      8 of 34
    ","
      29 of 76
    ","
      6 of 6
    ","
      13 of 17
    ","
      3 of 4
    ","
      10 of 14
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  UFC 168: Weidman vs Silva 2

   ",Ronda Rousey ,,Miesha Tate ,,"
      ,
      UFC Women's Bantamweight Title Bout
    ","
        ,
        3
      ","
        ,
        
        0:58

      ","
    W
  ","
    L
  ","
      0
    ","
      0
    ","
      40 of 63
    ","
      24 of 50
    ","
      63%
    ","
      48%
    ","
      134 of 161
    ","
      28 of 54
    ","
      6 of 8
    ","
      1 of 3
    ","
      75%
    ","
      33%
    ","
      3
    ","
      0
    ","
      3
    ","
      0
    ","
      0
    ","
      1
    ","
      24 of 46
    ","
      20 of 45
    ","
      6 of 7
    ","
      4 of 5
    ","
      10 of 10
    ","
      0 of 0
    ","
      7 of 24
    ","
      13 of 31
    ","
      17 of 21
    ","
      10 of 18
    ","
      16 of 18
    ","
      1 of 1
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  The Ultimate Fighter: Team Jones vs. Team Sonnen Finale

   ",Miesha Tate ,,Cat Zingano ,,"
      ,
      Women's Bantamweight Bout
    ","
        ,
        3
      ","
        ,
        
        2:55

      ","
    L
  ","
    W
  ","
      0
    ","
      0
    ","
      23 of 42
    ","
      35 of 42
    ","
      54%
    ","
      83%
    ","
      54 of 80
    ","
      107 of 120
    ","
      3 of 7
    ","
      1 of 1
    ","
      42%
    ","
      100%
    ","
      3
    ","
      1
    ","
      5
    ","
      4
    ","
      0
    ","
      2
    ","
      21 of 40
    ","
      23 of 30
    ","
      2 of 2
    ","
      8 of 8
    ","
      0 of 0
    ","
      4 of 4
    ","
      16 of 30
    ","
      16 of 22
    ","
      2 of 4
    ","
      8 of 9
    ","
      5 of 8
    ","
      11 of 11
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  UFC on Fox: Werdum vs Browne

   ",Miesha Tate ,,Liz Carmouche ,,"
      
      Women's Bantamweight Bout
    ","
        ,
        3
      ","
        ,
        
        5:00

      ","
    W
  ","
    L
  ","
      0
    ","
      0
    ","
      27 of 57
    ","
      18 of 34
    ","
      47%
    ","
      52%
    ","
      82 of 124
    ","
      75 of 95
    ","
      1 of 7
    ","
      5 of 7
    ","
      14%
    ","
      71%
    ","
      2
    ","
      0
    ","
      3
    ","
      1
    ","
      0
    ","
      0
    ","
      20 of 41
    ","
      4 of 16
    ","
      2 of 9
    ","
      3 of 5
    ","
      5 of 7
    ","
      11 of 13
    ","
      9 of 36
    ","
      7 of 23
    ","
      3 of 6
    ","
      7 of 7
    ","
      15 of 15
    ","
      4 of 4
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  UFC 183: Silva vs Diaz

   ",Miesha Tate ,,Sara McMann ,,"
      
      Women's Bantamweight Bout
    ","
        ,
        3
      ","
        ,
        
        5:00

      ","
    W
  ","
    L
  ","
      0
    ","
      1
    ","
      23 of 60
    ","
      34 of 105
    ","
      38%
    ","
      32%
    ","
      75 of 115
    ","
      44 of 118
    ","
      0 of 0
    ","
      1 of 2
    ","
      0%
    ","
      50%
    ","
      2
    ","
      0
    ","
      4
    ","
      4
    ","
      1
    ","
      0
    ","
      14 of 49
    ","
      25 of 91
    ","
      6 of 8
    ","
      8 of 11
    ","
      3 of 3
    ","
      1 of 3
    ","
      15 of 48
    ","
      19 of 74
    ","
      1 of 3
    ","
      7 of 9
    ","
      7 of 9
    ","
      8 of 22
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  UFC on Fox: Dillashaw vs. Barao II

   ",Miesha Tate ,,Jessica Eye ,,"
      
      Women's Bantamweight Bout
    ","
        ,
        3
      ","
        ,
        
        5:00

      ","
    W
  ","
    L
  ","
      1
    ","
      0
    ","
      58 of 122
    ","
      56 of 143
    ","
      47%
    ","
      39%
    ","
      84 of 148
    ","
      81 of 168
    ","
      1 of 4
    ","
      0 of 0
    ","
      25%
    ","
      0%
    ","
      2
    ","
      0
    ","
      3
    ","
      0
    ","
      0
    ","
      0
    ","
      38 of 100
    ","
      38 of 121
    ","
      15 of 17
    ","
      2 of 4
    ","
      5 of 5
    ","
      16 of 18
    ","
      36 of 96
    ","
      48 of 131
    ","
      2 of 3
    ","
      8 of 12
    ","
      20 of 23
    ","
      0 of 0
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  UFC Fight Night: Hunt vs Nelson

   ",Miesha Tate ,,Rin Nakai ,,"
      
      Women's Bantamweight Bout
    ","
        ,
        3
      ","
        ,
        
        5:00

      ","
    W
  ","
    L
  ","
      0
    ","
      0
    ","
      55 of 116
    ","
      16 of 47
    ","
      47%
    ","
      34%
    ","
      88 of 150
    ","
      52 of 86
    ","
      1 of 4
    ","
      3 of 19
    ","
      25%
    ","
      15%
    ","
      0
    ","
      0
    ","
      0
    ","
      2
    ","
      0
    ","
      0
    ","
      33 of 87
    ","
      7 of 28
    ","
      18 of 24
    ","
      6 of 16
    ","
      4 of 5
    ","
      3 of 3
    ","
      28 of 79
    ","
      7 of 24
    ","
      25 of 33
    ","
      9 of 21
    ","
      2 of 4
    ","
      0 of 2
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  UFC 196: McGregor vs Diaz

   ",Holly Holm ,,Miesha Tate ,,"
      ,
      UFC Women's Bantamweight Title Bout
    ","
        ,
        5
      ","
        ,
        
        3:30

      ","
    L
  ","
    W
  ","
      0
    ","
      0
    ","
      59 of 142
    ","
      40 of 104
    ","
      41%
    ","
      38%
    ","
      68 of 151
    ","
      65 of 132
    ","
      0 of 0
    ","
      2 of 9
    ","
      0%
    ","
      22%
    ","
      0
    ","
      2
    ","
      0
    ","
      3
    ","
      0
    ","
      0
    ","
      35 of 109
    ","
      29 of 83
    ","
      16 of 21
    ","
      7 of 12
    ","
      8 of 12
    ","
      4 of 9
    ","
      57 of 139
    ","
      26 of 88
    ","
      2 of 3
    ","
      4 of 4
    ","
      0 of 0
    ","
      10 of 12
    "
"
                Deividas Taurosevicius

            ","
                Record: 13-5-0
            ","
      5' 9""
    ","
      145 lbs.
    ","
      68""
    ","
      Southpaw
    ","
      
        Aug 28, 1977
      
    ","

  WEC 46: Varner vs. Henderson

   ",,Deividas Taurosevicius,,Mackens Semerzier,"
      
      Featherweight Bout
    ","
        ,
        3
      ","
        ,
        
        5:00

      ","
    W
  ","
    L
  ","
      0
    ","
      0
    ","
      33 of 57
    ","
      27 of 51
    ","
      57%
    ","
      52%
    ","
      72 of 100
    ","
      46 of 76
    ","
      5 of 10
    ","
      1 of 2
    ","
      50%
    ","
      50%
    ","
      1
    ","
      5
    ","
      3
    ","
      2
    ","
      0
    ","
      0
    ","
      15 of 38
    ","
      12 of 30
    ","
      4 of 5
    ","
      13 of 16
    ","
      14 of 14
    ","
      2 of 5
    ","
      9 of 18
    ","
      10 of 25
    ","
      5 of 5
    ","
      7 of 8
    ","
      19 of 34
    ","
      10 of 18
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  UFC 200: Tate vs Nunes

   ",Miesha Tate ,,Amanda Nunes ,,"
      ,
      UFC Women's Bantamweight Title Bout
    ","
        ,
        1
      ","
        ,
        
        3:16

      ","
    L
  ","
    W
  ","
      0
    ","
      0
    ","
      3 of 15
    ","
      40 of 63
    ","
      20%
    ","
      63%
    ","
      3 of 15
    ","
      40 of 63
    ","
      0 of 5
    ","
      0 of 0
    ","
      0%
    ","
      0%
    ","
      0
    ","
      1
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      2 of 12
    ","
      35 of 54
    ","
      1 of 2
    ","
      3 of 5
    ","
      0 of 1
    ","
      2 of 4
    ","
      3 of 14
    ","
      30 of 50
    ","
      0 of 1
    ","
      3 of 5
    ","
      0 of 0
    ","
      7 of 8
    "
"
                Deividas Taurosevicius

            ","
                Record: 13-5-0
            ","
      5' 9""
    ","
      145 lbs.
    ","
      68""
    ","
      Southpaw
    ","
      
        Aug 28, 1977
      
    ","

  WEC 47: Bowles vs. Cruz

   ",,LC Davis,,Deividas Taurosevicius,"
      
      Featherweight Bout
    ","
        ,
        3
      ","
        ,
        
        5:00

      ","
    W
  ","
    L
  ","
      0
    ","
      0
    ","
      18 of 56
    ","
      24 of 58
    ","
      32%
    ","
      41%
    ","
      102 of 143
    ","
      89 of 130
    ","
      1 of 3
    ","
      1 of 10
    ","
      33%
    ","
      10%
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      10 of 35
    ","
      4 of 26
    ","
      3 of 15
    ","
      6 of 14
    ","
      5 of 6
    ","
      14 of 18
    ","
      7 of 37
    ","
      5 of 23
    ","
      11 of 19
    ","
      19 of 35
    ","
      0 of 0
    ","
      0 of 0
    "
"
                Miesha Tate

            ","
                Record: 18-7-0
            ","
      5' 6""
    ","
      135 lbs.
    ","
      65""
    ","
      Orthodox
    ","
      
        Aug 18, 1986
      
    ","

  UFC 205: Alvarez vs McGregor

   ",Miesha Tate ,,Raquel Pennington ,,"
      
      Women's Bantamweight Bout
    ","
        ,
        3
      ","
        ,
        
        5:00

      ","
    L
  ","
    W
  ","
      0
    ","
      0
    ","
      21 of 65
    ","
      43 of 77
    ","
      32%
    ","
      55%
    ","
      48 of 93
    ","
      111 of 156
    ","
      1 of 5
    ","
      1 of 1
    ","
      20%
    ","
      100%
    ","
      0
    ","
      3
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      8 of 34
    ","
      31 of 65
    ","
      11 of 28
    ","
      8 of 8
    ","
      2 of 3
    ","
      4 of 4
    ","
      11 of 47
    ","
      19 of 46
    ","
      10 of 18
    ","
      13 of 15
    ","
      0 of 0
    ","
      11 of 16
    "
